uuid_file,Transactive_der_uuid.dat
feederID,503D6E20-F499-4CC7-8051-971E23D0BF79
//
//name,bus,phases(ABCs1s2),type(Battery,Photovoltaic,SynchronousMachine),kwMax,RatedkVA,RatedkV,kW,kVAR
//  kW is taken as maximum real power
//  for Battery,Photovoltaic: append IEEE 1547 category [catA/catB], control mode [CQ,PF,VV,VW,WVAR,AVR,VV_VW]
//  for Battery: append RatedkWH,StoredkWH
// name,bus,phases(ABCs1s2),type(Battery,Photovoltaic,SynchronousMachine),RatedkVA,RatedkV,kW,kVAR,RatedkWH,StoredkWH
//
// commercial-scale, three-phase DER connected to the primary feeder
PV_1,    node_60, ABC, Photovoltaic,       2000.0, 2230.0, 4.16, 2000.0, 0.0, catB, CQ
Bat_PV,  node_60, ABC, Battery,            2000.0, 2230.0, 4.16,    0.0, 0.0, catB, CQ, 8000.0, 4000.0
WTG_1,   node_1,  ABC, SynchronousMachine, 2000.0, 2230.0, 4.16, 2000.0, 0.0
Bat_WTG, node_1,  ABC, Battery,            2000.0, 2230.0, 4.16,    0.0, 0.0, catB, CQ, 8000.0, 4000.0
//
// adding rooftop PV sized 3.00 kW at 90.00% penetration
Rooftop_1,house_agg_0_a_10_node_11_102,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_2,house_agg_0_a_10_node_19_148,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_3,house_agg_0_a_10_node_1_10,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_4,house_agg_0_a_10_node_20_163,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_5,house_agg_0_a_10_node_52_606,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_6,house_agg_0_a_10_node_53_621,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_7,house_agg_0_a_10_node_9_79,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_8,house_agg_0_a_11_node_11_103,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_9,house_agg_0_a_11_node_1_11,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_10,house_agg_0_a_11_node_20_164,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_11,house_agg_0_a_11_node_52_607,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_12,house_agg_0_a_11_node_53_622,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_13,house_agg_0_a_12_node_11_104,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_14,house_agg_0_a_12_node_19_150,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_15,house_agg_0_a_12_node_1_12,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_16,house_agg_0_a_12_node_20_165,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_17,house_agg_0_a_12_node_52_608,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_18,house_agg_0_a_12_node_53_623,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_19,house_agg_0_a_13_node_11_105,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_20,house_agg_0_a_13_node_19_151,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_21,house_agg_0_a_13_node_1_13,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_22,house_agg_0_a_13_node_20_166,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_23,house_agg_0_a_13_node_52_609,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_24,house_agg_0_a_13_node_53_624,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_25,house_agg_0_a_14_node_11_106,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_26,house_agg_0_a_14_node_19_152,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_27,house_agg_0_a_14_node_1_14,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_28,house_agg_0_a_14_node_20_167,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_29,house_agg_0_a_14_node_52_610,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_30,house_agg_0_a_14_node_53_625,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_31,house_agg_0_a_14_node_9_83,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_32,house_agg_0_a_15_node_11_107,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_33,house_agg_0_a_15_node_19_153,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_34,house_agg_0_a_15_node_1_15,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_35,house_agg_0_a_15_node_52_611,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_36,house_agg_0_a_15_node_53_626,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_37,house_agg_0_a_15_node_9_84,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_38,house_agg_0_a_1_node_10_85,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_39,house_agg_0_a_1_node_11_93,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_40,house_agg_0_a_1_node_19_139,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_41,house_agg_0_a_1_node_1_1,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_42,house_agg_0_a_1_node_20_154,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_43,house_agg_0_a_1_node_52_597,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_44,house_agg_0_a_1_node_53_612,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_45,house_agg_0_a_1_node_55_627,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_46,house_agg_0_a_1_node_7_62,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_47,house_agg_0_a_1_node_9_70,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_48,house_agg_0_a_2_node_11_94,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_49,house_agg_0_a_2_node_19_140,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_50,house_agg_0_a_2_node_1_2,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_51,house_agg_0_a_2_node_20_155,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_52,house_agg_0_a_2_node_52_598,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_53,house_agg_0_a_2_node_53_613,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_54,house_agg_0_a_2_node_55_628,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
Rooftop_55,house_agg_0_a_2_node_7_63,s1s2,Photovoltaic,3.000,3.129,0.208,3.000,0.000,catA,CQ
